user_id,movie_id,rating
395,49,4
292,43,4
986,94,5
85,44,1
593,82,2
290,57,3
944,23,2
17,18,4
311,80,5
847,9,4
297,55,4
735,40,1
34,97,2
120,40,5
995,88,3
315,47,5
714,78,1
675,60,1
908,73,4
448,14,1
395,43,1
382,87,4
220,68,2
33,29,4
219,68,3
715,41,4
427,2,5
946,65,3
904,41,5
295,94,5
762,10,4
222,47,2
854,79,5
433,78,1
25,62,2
809,54,3
977,93,3
357,55,3
770,76,2
926,10,4
445,21,2
12,81,4
779,21,4
876,2,5
498,41,2
622,58,5
59,28,4
481,28,4
607,24,1
115,19,1
504,37,2
601,87,3
624,30,1
586,84,1
660,97,4
855,93,5
235,55,3
860,51,5
511,3,2
369,18,4
591,15,1
830,1,3
846,33,2
91,54,3
595,26,3
553,19,4
484,78,5
278,36,2
656,19,1
106,23,4
878,2,4
216,17,5
383,28,4
224,28,4
709,22,3
6,70,4
904,75,4
488,27,3
679,65,5
558,68,2
229,53,4
67,58,5
577,26,1
160,86,1
533,5,1
650,57,4
297,94,4
1000,5,4
363,84,4
148,82,1
113,11,2
474,84,4
711,56,3
148,79,5
155,94,3
489,67,4
666,32,2
675,93,1
921,53,1
433,37,4
886,75,2
924,100,4
828,52,2
43,4,3
2,6,1
732,8,4
104,58,1
500,18,5
746,22,5
234,19,1
115,15,1
537,36,1
230,60,1
694,30,4
327,70,5
724,64,3
446,98,1
209,84,1
950,23,5
690,13,3
480,1,3
667,71,5
307,75,1
103,37,1
381,67,4
987,19,3
509,71,4
843,86,2
964,59,5
791,47,5
49,76,3
907,55,3
699,8,3
937,47,5
343,15,1
402,62,1
13,43,4
468,2,4
230,30,1
785,23,4
496,49,1
400,53,5
894,50,1
367,93,5
136,41,5
430,75,1
138,32,4
359,75,1
841,95,4
540,20,4
374,75,3
681,53,4
684,52,3
281,78,2
293,37,2
574,66,1
13,98,3
405,8,4
143,13,5
805,81,5
635,10,2
743,12,5
120,47,5
504,93,5
248,73,3
738,59,4
701,68,5
772,70,2
719,43,2
940,11,3
890,73,3
51,24,5
278,57,5
891,9,2
139,99,1
44,62,1
833,7,5
179,69,1
389,74,3
309,93,3
851,62,4
273,73,4
177,75,1
287,52,1
905,51,1
77,50,4
899,9,3
967,6,3
929,67,1
561,53,5
2,24,4
468,36,5
850,54,1
256,87,2
989,31,3
584,83,1
768,90,3
917,77,4
828,32,1
553,45,2
619,97,3
337,66,5
258,15,3
390,60,1
684,25,5
91,6,4
952,36,5
89,58,2
235,19,4
418,48,1
255,81,5
305,24,5
70,9,1
720,75,5
664,32,4
466,20,4
601,38,2
700,28,5
562,69,5
515,62,2
193,12,1
762,98,4
171,56,3
219,31,4
127,63,3
603,3,4
73,20,5
932,69,3
219,1,1
129,50,1
946,31,2
330,5,4
670,24,4
671,50,3
571,97,3
313,11,5
915,90,3
95,78,4
904,50,1
986,3,3
109,97,5
202,66,2
184,69,4
288,10,4
271,3,2
879,65,1
691,38,1
726,43,3
442,55,5
262,14,1
292,88,1
227,58,5
62,12,4
698,76,4
824,54,5
510,97,1
392,85,5
613,63,4
768,42,5
823,10,5
114,14,4
696,71,3
323,28,3
480,36,4
47,73,3
961,100,4
227,92,5
689,62,3
10,35,3
63,81,5
614,15,1
179,85,1
547,69,2
809,18,2
168,43,3
983,2,4
78,34,1
977,14,2
166,70,2
310,73,4
740,3,3
653,69,5
653,38,4
139,22,4
290,8,3
455,1,4
300,42,4
912,31,4
531,88,5
543,57,4
153,24,3
520,3,5
861,70,5
248,80,2
735,38,5
697,68,5
895,6,2
207,78,3
21,74,2
120,16,2
562,59,5
602,40,5
54,95,5
653,11,2
647,3,2
907,75,1
195,11,3
556,94,1
976,94,5
850,83,4
42,32,2
668,25,3
346,84,2
821,28,1
941,2,1
992,60,4
23,99,5
680,62,3
788,76,5
850,16,3
563,80,4
371,66,5
363,4,4
7,25,4
937,77,1
483,87,2
298,49,5
499,68,4
56,49,5
29,75,4
582,86,4
297,54,3
544,60,5
599,27,5
821,10,3
591,98,5
866,83,4
494,61,3
785,25,3
608,31,2
222,50,5
284,19,1
12,94,1
335,72,2
435,11,2
103,13,3
665,77,2
447,31,4
607,79,2
311,13,2
495,93,2
578,99,5
679,95,2
324,63,3
49,84,4
473,64,3
832,61,1
877,11,5
233,70,4
316,43,2
518,28,5
958,71,2
638,83,5
861,59,1
863,93,4
98,29,5
598,4,3
19,83,5
259,57,2
78,55,5
564,68,3
388,37,2
81,2,1
303,38,4
219,16,2
915,43,4
156,78,1
775,49,3
86,21,4
132,93,5
46,59,5
246,45,1
753,78,5
785,93,4
192,16,5
39,73,4
264,82,2
745,35,1
759,87,4
530,53,5
261,13,3
27,3,1
739,62,4
903,35,3
159,49,3
707,82,1
676,100,5
27,40,2
133,67,2
322,98,2
64,54,3
984,31,2
787,54,1
660,77,1
947,86,5
392,75,4
883,28,2
639,79,5
913,7,1
465,44,3
940,20,5
849,30,1
666,68,1
571,20,3
124,17,4
343,44,1
698,23,5
224,56,1
705,84,5
365,75,5
309,11,3
866,32,4
412,31,2
380,50,5
241,73,2
704,35,1
997,90,5
172,21,1
320,20,1
547,75,2
511,38,5
909,97,2
725,84,3
25,61,3
648,28,2
923,87,4
972,90,5
733,69,5
325,37,2
512,89,5
388,98,1
339,44,2
179,22,4
535,53,4
824,87,2
9,49,1
692,51,5
620,17,3
450,43,2
588,24,5
985,94,5
2,69,4
91,37,1
267,98,4
102,20,1
120,65,2
640,41,5
856,22,2
862,2,3
402,24,4
938,96,5
416,83,2
567,46,5
594,32,3
650,94,2
391,76,5
400,65,3
481,60,4
731,83,5
997,27,1
865,87,3
436,98,4
616,80,3
442,71,2
794,86,2
64,21,4
13,14,4
548,55,2
773,15,4
949,65,5
351,61,4
560,93,3
595,40,5
205,50,2
423,74,4
83,27,2
990,35,1
339,10,1
772,8,2
47,68,1
828,29,1
624,14,5
737,39,2
650,42,5
293,28,2
294,32,2
665,13,5
845,81,1
239,80,2
170,72,1
678,25,3
872,69,2
740,21,1
594,56,3
199,24,1
192,76,2
438,23,4
676,9,1
437,58,3
308,9,1
503,63,3
854,37,2
376,73,4
355,33,5
63,42,5
975,33,2
298,74,4
358,69,3
670,81,1
904,55,1
841,62,4
915,35,4
922,5,4
612,57,5
952,74,3
399,81,1
455,49,1
136,76,5
205,82,4
59,18,5
469,12,1
54,20,1
312,46,3
924,73,2
679,90,3
97,29,5
708,36,4
810,48,4
263,21,3
261,16,3
669,1,3
707,87,5
33,39,5
811,15,4
467,42,1
92,70,5
701,91,5
831,80,1
693,66,1
303,5,2
234,83,4
792,73,4
211,30,4
410,83,2
685,27,3
547,44,5
181,13,3
207,15,5
896,31,5
15,18,5
404,19,1
591,6,2
569,65,1
688,98,5
350,1,3
9,17,3
999,34,5
908,16,4
945,97,5
98,74,3
589,52,2
637,42,3
716,23,4
734,97,3
52,3,5
318,56,2
277,75,1
822,15,1
848,30,5
128,56,4
408,59,3
995,31,5
454,56,1
415,28,1
596,68,4
364,86,1
153,31,4
608,17,5
543,56,1
185,10,2
650,59,5
108,22,5
138,95,3
517,55,4
759,73,2
558,65,4
55,90,2
124,97,4
279,86,4
336,11,1
447,16,1
495,78,4
782,44,1
16,43,3
277,39,1
565,5,4
216,78,5
921,66,3
70,51,1
968,25,4
578,32,3
690,100,3
851,72,2
826,58,2
352,33,5
82,97,5
585,41,4
253,58,3
725,5,2
864,21,5
931,15,3
19,40,1
331,44,2
911,58,3
432,32,4
273,83,3
25,9,5
580,69,1
803,17,3
614,97,3
432,42,5
352,12,5
726,73,4
769,77,5
480,7,3
233,4,3
307,18,1
170,24,4
802,57,1
565,74,1
280,30,2
162,100,2
903,78,1
9,62,2
57,91,4
524,86,4
510,36,1
611,79,1
998,53,5
41,69,2
741,38,1
319,53,4
820,12,4
400,66,5
20,17,2
82,79,3
527,96,3
816,56,3
850,16,5
387,77,3
966,9,2
292,42,1
809,89,3
440,16,3
166,30,5
198,93,5
204,44,1
690,52,5
804,74,2
584,28,4
484,71,2
892,74,5
647,13,1
184,95,3
30,69,1
761,88,2
640,95,3
484,48,4
946,29,2
827,18,4
115,90,1
115,19,1
535,8,4
885,7,5
411,17,3
110,14,1
919,39,2
598,38,5
917,10,4
163,94,4
125,58,4
775,11,2
407,55,4
346,69,3
460,45,2
510,49,2
810,8,5
419,16,5
675,14,3
780,85,5
876,71,3
535,60,3
429,23,1
237,82,1
738,11,2
429,66,4
501,17,1
226,84,1
993,62,4
334,5,3
325,75,2
306,35,4
583,89,4
40,93,4
488,79,5
232,19,3
8,12,4
300,88,5
426,96,4
783,54,2
715,95,3
937,19,1
838,55,5
301,66,3
286,53,3
407,25,2
636,91,2
800,78,5
642,3,5
223,15,1
837,34,1
487,79,3
763,53,1
139,27,2
599,37,5
517,43,2
827,100,5
111,27,3
291,36,5
313,80,3
719,82,3
611,12,5
307,67,5
81,87,2
969,5,5
857,95,4
497,34,5
659,65,2
965,87,3
59,1,2
871,53,5
201,57,4
415,31,4
20,98,1
999,80,3
227,1,4
154,68,5
204,17,2
560,57,5
575,42,1
724,3,1
520,49,2
304,28,1
625,35,4
360,68,5
533,90,5
44,84,5
68,93,4
606,10,2
344,3,5
7,24,3
474,47,5
500,84,5
917,77,4
845,73,1
401,2,5
813,34,1
973,89,2
666,98,4
184,41,5
535,18,1
342,33,4
969,97,1
205,39,5
923,59,2
247,96,3
709,78,1
94,49,2
545,45,5
479,22,1
209,93,3
606,96,3
621,65,4
911,26,2
974,47,5
411,79,1
65,28,5
218,58,3
130,41,3
392,26,2
358,69,5
945,83,3
327,74,2
421,45,1
606,97,1
961,4,2
351,26,5
374,62,3
44,69,2
999,12,3
194,26,3
914,58,3
106,3,2
929,61,1
275,29,3
56,77,3
240,27,5
303,69,5
367,90,2
616,41,2
166,40,5
878,20,4
912,79,2
797,5,3
176,61,2
56,51,3
31,57,4
193,45,2
235,59,5
264,38,4
106,16,2
791,12,2
898,36,1
262,27,5
445,73,5
921,60,4
679,80,5
443,89,1
411,74,2
775,72,3
903,20,1
743,20,5
239,32,2
32,99,4
480,59,1
119,39,5
137,82,1
328,64,3
633,45,5
73,95,5
72,22,1
963,33,5
50,90,3
204,91,4
53,94,5
522,51,1
362,42,3
51,92,1
771,83,5
759,77,2
871,55,1
523,70,3
348,8,5
884,84,1
894,21,3
329,45,4
100,38,4
257,87,2
509,41,4
162,68,1
737,36,3
419,77,3
151,75,5
484,83,2
871,24,2
949,99,2
987,47,3
828,3,1
377,4,5
576,33,1
618,49,3
561,49,5
855,11,4
138,68,5
556,58,2
296,96,2
968,72,1
551,77,5
727,74,5
259,100,1
602,70,1
942,4,2
177,63,4
232,42,2
881,100,5
478,79,3
528,47,3
729,93,5
314,72,4
827,30,2
266,45,1
744,60,5
308,35,1
260,33,3
242,25,2
291,19,5
171,84,1
361,28,5
766,90,1
958,89,5
165,58,5
59,54,3
529,87,2
425,28,3
255,99,2
842,81,2
234,36,4
529,89,5
525,18,3
120,14,2
65,43,1
576,56,3
806,40,1
47,46,4
312,78,3
741,56,3
656,93,3
896,14,5
193,56,2
437,1,3
669,16,1
200,48,5
701,2,2
292,63,4
351,83,5
344,35,4
236,13,4
418,71,2
988,75,5
473,4,5
323,6,5
765,9,3
247,62,3
411,57,4
684,30,4
896,86,4
913,89,1
604,19,4
700,96,5
805,50,2
46,23,5
161,31,5
188,6,3
367,75,4
604,39,2
446,53,1
192,11,3
553,98,1
501,39,2
931,2,4
517,21,5
351,87,3
27,85,4
384,29,1
88,100,1
260,4,3
235,98,1
577,62,5
164,95,2
327,41,2
123,25,4
48,89,3
583,45,3
140,82,5
8,87,1
975,7,2
855,71,3
214,38,5
690,53,3
997,14,1
463,62,2
252,20,2
776,94,4
232,8,3
749,54,4
685,62,2
137,64,4
22,81,2
171,52,1
497,95,1
150,71,1
415,41,3
715,61,3
361,41,5
572,55,5
99,41,4
388,2,5
349,24,1
412,90,3
961,41,3
548,92,4
707,94,1
251,5,2
480,86,4
363,75,5
128,62,3
61,93,5
679,49,4
78,43,1
493,78,4
539,63,5
785,55,3
240,35,2
733,38,4
337,46,4
169,40,2
738,58,5
478,16,1
419,91,4
828,95,2
622,39,3
184,98,3
780,74,1
596,34,4
132,58,4
413,65,2
825,55,5
664,43,2
546,1,5
929,25,3
207,90,5
916,11,4
42,69,5
