Red,Green,Blue,NIR,SWIR,Land_Cover
51.37538461894877,214.13530908194883,108.4347246276655,66.69320308207503,62.855498210150124,Urban
143.4624439257807,42.66070094549284,50.65898895267958,168.6408097232305,174.09237949371763,Forest
81.31255674027275,100.72020047231825,63.824036663589695,73.78066163187056,257.73550351832307,Barren
222.58537504751595,167.57699696692123,86.05943887286887,187.0730566619796,85.03423803955519,Urban
126.70912934398494,160.91088560548906,164.25456356197216,65.32440226280747,18.208418367363315,Water
191.19850995503162,104.54572737878645,12.633805823443423,62.21726925728778,213.7016531830259,Urban
140.04530843125235,89.30483359054365,133.38197584495828,146.2893690658753,103.04306140379208,Urban
38.68250657096383,99.52247571057411,137.08654089773023,211.0712617654426,224.22519912411497,Urban
156.63027511880446,72.85525263172786,161.74459826776095,293.8599742778578,197.82670007724823,Forest
220.28066844133141,61.06658774135996,187.2230584214595,147.83875201577172,248.59144278066896,Barren
150.32236402926623,116.607939511778,13.826191300365068,239.55863695839548,154.40666443849213,Agriculture
193.83777188535805,73.70675121352147,39.218904047511074,152.49468379576626,189.01366628463316,Barren
206.84129266968156,77.49233297945003,178.37254587063867,122.78000386598067,174.6822083258603,Agriculture
75.6159543897865,151.35121269491142,97.11852681553292,218.12265699610805,182.42362643479413,Urban
72.40896798164533,213.70746633997845,117.27222139735807,143.5263691961987,144.41577026162486,Barren
152.19619777019835,140.727440111875,135.97516870739798,165.6472485379575,89.61277174905572,Forest
112.20569396134094,35.39589341299326,139.0226548541711,177.83660838892018,156.65845736070997,Forest
197.97226057334407,35.116722770813396,187.03067663013655,244.28853159104372,161.00268230186288,Forest
210.00462467960224,210.2846441691132,199.42038930821724,214.70772375449096,220.2268081346338,Urban
100.68427586054362,79.45815806146672,146.82991757687864,124.73919841244435,204.45934821665205,Urban
77.37411179489641,38.413397216495085,64.57202974897865,109.99297057281025,189.39624102770327,Urban
186.10510304877238,139.8089174300763,177.1529564359253,143.30488504821716,87.43773393618925,Agriculture
84.96120710962722,144.72975565805322,19.351973762744706,160.28222704479288,201.32942103938015,Urban
194.5228637027357,149.70096402373764,53.90536204615428,90.05081423187936,155.0640828344481,Urban
114.74765072975256,73.48040557150826,180.50328631810584,206.73056779027402,237.76090258229343,Urban
163.5099798582941,23.02213684289501,58.67638774347744,177.29565586070458,243.172896167414,Forest
49.10706276693364,213.00307389089437,51.92370132813221,110.14956516819151,69.04498541045854,Agriculture
154.7718649353146,70.1786091382205,36.24380569664697,70.4897604772906,222.33472767444053,Forest
120.35353574744582,155.2052576105095,173.23123395291412,90.15748368475745,57.91645198876083,Barren
147.32169263509482,161.3259739757419,105.01106924630648,239.34904606875656,143.8364370883059,Agriculture
63.602841548972684,142.00148341589716,138.2297085802894,134.79414320827348,163.88299488042662,Forest
177.37474898883642,82.58147884272964,55.422612974255635,86.88262112139488,81.10116771169676,Forest
202.5594155086457,74.21925075281315,154.02767999213114,136.74128624754857,236.82782151102447,Agriculture
73.34796001815513,139.53365654054062,154.4010535427987,104.48842610565222,57.08530480455672,Agriculture
49.14291110403234,193.2191267223383,69.39362473257702,47.38344255695077,97.33893368952374,Agriculture
34.72771720926728,209.34674578467911,88.02970027195374,107.86049562867763,198.98890570302146,Agriculture
158.3943000886532,41.18116088075153,49.84115271173816,199.09542852697197,200.0213880278314,Forest
151.41880721775615,50.965722519543974,195.54659443135182,155.85959812419304,242.49505156572238,Urban
139.339482542814,208.94725175661594,132.6644896410982,138.23736671349758,198.15429690627101,Forest
76.38941922319509,167.30704566695852,187.56333733594795,133.93357881304613,225.83199381840373,Agriculture
108.18119918110294,196.59876496595462,67.6432532895353,88.39776145178166,28.18734551224231,Water
148.8952670372346,60.52652682706863,158.55927346940905,119.24318021836544,50.2697293606283,Urban
129.35337177183388,137.51717422188037,155.51314233810098,109.586890552791,75.23344433448061,Forest
227.55710404297747,160.22791888349474,141.4145738546429,91.12807925401962,162.2564543987682,Urban
57.28795051134662,156.02237708939452,193.47140530069208,136.13056866786818,191.77727602732813,Urban
169.02891080951875,101.63033817333962,84.77551386019995,199.49923123055825,159.35380636041089,Agriculture
110.86375362085843,23.078978338261695,34.83629148205389,40.394732198477676,93.12363076879575,Water
115.63992298512295,136.5852113608526,137.62468325637155,188.95218669956128,179.19454217694218,Agriculture
173.51955313163523,70.62030783592175,148.56886209066917,44.44146290337742,65.57700107480557,Urban
168.48723026487392,110.05084922857807,119.26150895717478,146.40726975053053,90.32341270326926,Forest
228.25119874043767,211.51620301676346,49.29539969534529,202.93166369258523,253.59413803866852,Agriculture
55.67885789082504,99.80706352848695,105.84662891717753,111.1339207126306,241.1106943339679,Agriculture
50.821929876833266,187.96032133288534,69.31604994813458,158.3847913035339,237.90001727262396,Urban
174.86776342574822,57.70812114985023,91.21864035167093,83.04563889344126,88.52403414736551,Agriculture
145.67738340128182,154.49209960500576,132.59152941048615,195.8190321364962,257.9467322691655,Urban
84.83213331196117,215.4013908877887,151.59080111125857,50.97861168643952,93.97540992948606,Urban
45.88387379779732,40.378620174587354,54.12269127125519,219.03395542385508,52.473774020194824,Urban
47.131649919286104,21.663988445438402,87.01181852292113,102.4327547605922,259.45881720124635,Forest
208.83817493282365,106.71655852652287,61.14069848840955,263.5509122945555,109.02551594347375,Forest
68.37346494374859,38.52509661027344,47.74000663375513,136.93727614935838,190.2840850276376,Forest
94.67431242310415,169.67686993524626,158.8435717992093,65.06528134491404,24.04219954403904,Water
75.3312804453976,202.90973276971178,182.75801194302855,107.03731253509957,171.84799176181974,Urban
100.99926116638746,106.80419454175177,80.34411528006957,230.241450959276,239.84734715545744,Urban
43.88476854921868,71.7423284310882,152.7429956310157,66.59379635885861,117.2380451599721,Barren
133.81195818165406,106.88066380132196,180.4291049792381,93.06491070692009,190.75333496931543,Forest
43.52251271844298,164.6895635700002,170.763600000744,143.5363262833485,89.45975364766747,Urban
190.07130156447232,21.810832316074197,44.73454382245292,57.207072198010685,199.88035600156863,Agriculture
76.7424163820866,137.89079789693943,191.69545748753865,91.41085895051958,120.65457388167714,Forest
138.0023829209021,142.6583369774758,81.56852368159787,304.24555619902037,94.35373430346985,Forest
206.01581751229165,147.5376493791871,74.4557256230289,245.0628288410563,115.76823064776337,Urban
160.17547380943884,68.40441599617544,21.861952182778264,148.8080572621875,87.55662438663786,Forest
136.59155731026706,162.81054467562535,102.37299427992777,233.89006441292648,239.40238264595538,Barren
94.86675062307512,38.27829726635528,30.712586971776453,154.41318189142066,152.3916263055894,Agriculture
96.60038261163959,59.85406729336016,57.22256597621094,34.323324992952536,31.569157482464956,Water
163.89739103963802,195.49400933089638,70.21909813578347,187.50373142692573,169.26171212941722,Agriculture
228.8278722442335,167.74463014531327,163.67700146341997,178.36937938072,138.2433578307477,Agriculture
162.36783796987572,22.74911080226905,176.34284357522034,310.3035879436308,206.32804330079844,Forest
141.55668347400498,69.67525207396004,67.46860031767923,95.65993035594948,297.70297107986534,Agriculture
176.13010204784922,62.881296598632915,173.15264303646904,181.13249555896445,141.98706790650584,Urban
123.04112245674364,74.16126560739451,172.8738781002603,50.92498855618385,258.61902347417987,Agriculture
42.02846852015704,69.51195405597728,155.28368057312596,63.86566812631108,191.42035924417635,Agriculture
142.45936317558196,32.50525914856915,37.872071662884494,40.82285873972958,83.01948966978904,Urban
221.52505690107603,111.78810331936407,141.1613409111385,298.3570464191995,195.03077583708173,Forest
65.06058847153193,166.54669495723303,189.55457227030806,243.11780165386045,157.82124439642223,Forest
168.00097816413316,141.34634494348728,139.68269096575983,205.21183309404356,186.62736988294174,Urban
70.18673773181129,154.57433371961596,73.00720133048844,147.04247581051774,278.39736996467536,Agriculture
137.16553689461625,36.22983570724783,105.11007031185794,103.0140874101424,161.4333856817852,Agriculture
49.33528992934392,210.29814203535744,132.68775823670018,80.92610866845024,239.24730087564467,Forest
120.07418725163703,187.69836676860496,107.00837765841568,99.78169515775737,207.64049299914754,Urban
181.23266577904923,181.01806369913254,32.79105892888427,118.95395660511922,152.6070344343768,Urban
99.51430484779641,184.5967610083535,69.29216848388393,234.57548558431833,176.67664848817236,Forest
162.9823448974436,206.54210162655227,162.45524580519017,198.7117284811163,118.3720378289924,Forest
189.08999215794583,128.85079322273953,173.6694287581483,56.271561576651365,256.55543294514257,Urban
215.43556389589054,60.05640357352518,36.08700621595834,43.78609188137157,190.14374424058315,Barren
76.9284163710907,143.35672157050823,190.95348295575766,61.48975770215326,59.20783902429228,Urban
109.86318316186163,168.5762987335878,72.47629739123578,126.20472987644966,118.59060020708183,Urban
60.483202666083486,167.58347867080508,135.8396103588368,235.97051258029384,203.0717393079973,Agriculture
228.49670043167504,124.28980483337602,152.8467777317694,173.85452105393654,61.82998833784036,Urban
215.40019358485907,33.69174386671561,164.26978458119785,208.38343897385818,55.01568017701998,Barren
137.99142605611192,94.22258768602556,189.69244342292671,137.9386648459552,144.50509030083856,Barren
198.40665887528425,204.15332169267145,69.4547141254763,115.94987747095898,119.8649377354607,Urban
134.19159545440846,136.8897819514852,173.11622636479535,62.76407827049077,142.04270768696483,Urban
154.71713760055195,127.66638865114268,35.020511652879335,223.94593465910305,105.16559507480108,Urban
47.824886423203324,73.7707028764387,143.95777220718261,204.4636060958596,84.59072685802599,Urban
181.05408409936157,93.68978398331578,150.97576860765733,92.05497768173977,194.72010496587092,Forest
55.542696727046966,199.06921783063385,138.76741582825088,48.68370645608849,34.97982843462589,Water
195.21352605050566,153.29260950536715,57.93979986567906,142.34870966346142,92.03238436236703,Urban
186.40561753407718,177.47740535046657,175.87819793288864,205.10779841540852,117.11377951459964,Forest
171.74893954859527,110.86908461353103,42.08310804037505,238.69924773816484,174.27966060929845,Urban
37.23207610495243,146.0494438912316,20.190610388957857,161.75200277012073,65.16816313722035,Barren
90.62567118906571,69.67672174864151,146.3183482162633,190.3389976220245,80.96513194589771,Forest
82.62251398216857,161.09216605669727,100.3403858942194,60.81508016035108,65.38157686255192,Forest
102.02728149430382,105.52026674066747,171.32862379214845,53.21056996378503,220.58663986996496,Urban
47.52854935276771,108.50910296294911,82.8454568010692,79.34282617862567,208.00593897452194,Barren
217.39156460621257,149.86446491537635,41.97293181646543,59.66695096001649,208.19571569464398,Forest
140.76044814247524,207.25612429378532,168.92401656927524,56.21934239592733,45.271697432859284,Water
91.1048621316047,32.801269321724185,114.29283001161362,191.89936383873226,227.4762516698706,Agriculture
109.39630341485669,184.94864746940152,45.94720055416743,80.61571174002461,150.16830222941675,Forest
119.44050810096714,78.47662208243862,146.8729597314247,215.57656916700898,214.02275020689353,Agriculture
150.11886667212346,108.78389090127557,107.1115913130051,72.50506731768351,58.05592650547467,Urban
133.13588553929955,24.382665755001792,124.81946662566077,45.180928571659734,53.66382315416775,Water
213.87839464288348,80.20921556686261,97.57068425925056,38.2844350612106,51.33852254332858,Water
129.39269658116604,120.5262485260261,167.45470692542122,118.18449070034004,155.07525568072194,Urban
228.43160296466255,31.2352154694878,167.61691597977946,108.27332232925446,125.07779896971975,Forest
200.28499154901914,118.21914587663304,144.7838761466334,142.67969455207492,120.65220750446966,Agriculture
71.70210287146716,205.42212577168547,30.02626170532783,125.55565508448394,184.98843053403732,Urban
216.11904292878324,41.07864362156104,169.38223376177308,312.00148023131493,195.48825171228083,Forest
53.27327957709522,172.88814561510088,137.49246630125288,59.22316304300756,232.90319597113395,Forest
193.4899416982383,101.93421067519853,142.4345915408169,69.85808904134385,121.89015731680806,Urban
106.12465869531601,151.0347429048676,78.96673967673561,21.21507170779569,102.22578684833675,Water
205.5948640890139,72.04731959704587,177.06311566983126,206.6641604935703,167.88472307976096,Forest
203.61133802149007,51.89845250827166,147.8206040446229,51.446948256881115,235.39566304239662,Urban
191.18508002352422,52.09252285424529,31.392188640546948,260.5092916534687,160.84054274208034,Forest
188.0060872614123,34.09838912862893,87.47782653717091,49.903141599489736,47.25630386070999,Water
90.93582781960816,57.12934098024861,178.41226877242693,180.07230230038954,171.3541871025909,Forest
46.18385661025044,152.84387699779364,18.96737332250201,60.14826386881214,102.80669187785793,Water
110.5960357530323,196.33812236870162,192.6691577319894,75.87087832430426,252.58500055397678,Urban
64.70490299730173,182.82513711823236,139.04088798071692,81.51496365404239,65.44830438531079,Barren
168.99021778049234,157.02686197489683,129.96143575224156,137.70589268226468,61.22126650211361,Forest
99.21994530755711,42.086372682220535,61.40625873271836,164.6342473225888,246.8855708555411,Urban
225.12204017198297,77.83748925918997,57.270439860443645,107.04288371744127,161.2738813588233,Forest
158.1944154690664,81.9613750644938,188.99106170283315,64.42966269798487,179.12963305905657,Barren
194.49611272687218,69.99138927952424,66.67176630448333,243.72454614787077,179.893193308681,Agriculture
56.50493454836969,123.00113194194462,157.3460063766099,44.61618111002081,69.66806504756964,Urban
202.40289645452452,127.11076297593452,84.69314165934505,70.98658473119471,83.93490709146288,Water
214.55143810267887,91.37719503422204,36.45827344909375,205.48738141075464,246.12936083205358,Agriculture
127.41238376378718,90.7578317472872,12.0359065621182,102.41496390747017,115.45769751349052,Urban
151.2505875501955,185.71111958121628,113.40889403289765,68.48158936153581,114.31024149796409,Urban
182.96196018059908,177.85856966393712,195.3979755242972,83.18726881024081,225.9466899901589,Forest
64.9677254520825,81.55916633614913,80.13587682374884,240.97287295671748,65.19502412567859,Forest
130.51321529268847,202.75768877465185,77.86654345867852,174.98938412809648,268.3075956186979,Agriculture
109.73260555446262,210.5630034005012,75.377407391394,204.37659159279121,103.89895487814204,Barren
59.27479843244982,85.34850840600816,108.9033290879231,90.08793318276246,72.06934234271145,Water
103.50688445830629,90.88498975861097,93.72632785061577,185.30474628598432,246.55877759037332,Urban
43.634461877098715,121.12683068439176,177.18377907813274,72.72882267580313,192.40572532269576,Urban
35.1623813898974,208.2241625067347,106.04895042746315,91.12294952073624,163.75927380921132,Agriculture
57.03325783096455,195.2638866284623,106.47398925582807,216.86068348335405,219.04758069670663,Agriculture
222.62302231783477,40.513592516717964,36.290602996905754,83.9542759251838,143.57968199359175,Agriculture
139.9059071790034,98.54614865428324,196.72051277297334,55.229686560441095,124.68318270449231,Agriculture
223.164432230644,130.67423794995437,57.49484926507764,52.65931342047657,112.27375646775224,Water
116.4995756660264,120.626494510308,23.939172817324504,150.73729527768464,207.66594854775542,Forest
92.36322661705191,58.77261358737854,135.99778730528968,287.3581830279449,185.3911952501817,Forest
131.22837256804883,191.76335423363093,123.11961032980581,176.55356492966894,141.09560444100592,Agriculture
117.90233772658202,155.38815659936748,88.87767425862168,20.314411311187325,23.237096341573956,Water
51.132936852348784,187.58167497036072,90.21652443732883,282.3136432769778,56.521943967382676,Forest
158.16526293804125,191.75285586989443,159.16214499882193,107.46791598522267,166.37806364424773,Forest
73.20763650191992,169.67117073314796,47.18540161893332,54.13207317806538,74.23195246377442,Water
153.91759097956592,107.84212024994346,165.84813059952904,155.1930572172336,162.84962999320956,Forest
160.04021847963068,142.1093510030849,133.26195164005344,60.005525355557644,226.56486510721405,Forest
60.40497062572962,52.07308122394863,89.60425701810964,144.26823866842702,57.019571949576545,Urban
42.26992542213363,154.72908349498155,97.02543715093503,20.199999529642028,40.918737857184105,Water
186.15231721368795,55.85065114785615,58.7629693653582,40.08788329846465,36.2472247246456,Water
121.96008475386404,158.78991810203135,152.90172321242522,137.36692850703486,143.9273233129956,Forest
41.63275910109516,65.91963215079373,107.44620103800088,202.2964175195657,74.9603421084389,Agriculture
228.97326343395343,43.510260030043995,70.9623631224703,235.15742511548464,250.36764472992525,Forest
41.55611219927333,53.05689802859148,123.24952199458055,72.21670530170849,96.8836342245658,Urban
169.00704577171064,20.398427043814053,199.18954588975137,116.97574934963751,280.1416932212141,Agriculture
226.73578505268273,163.74792357070604,92.69983313474523,29.687614541571076,33.16393248925489,Water
77.83602084318512,166.48020981167582,184.93136614793772,71.79619322657786,306.6213454752149,Agriculture
58.44987373743923,122.98666998265189,75.55319958566756,79.224988247771,66.18275069449064,Water
54.27698788448578,52.27256021107674,20.39921431574732,188.5179489504389,245.47490147691957,Urban
90.65502951351911,36.71086750213795,48.806000210001486,94.40529825788005,51.123287625786794,Forest
50.209162202129335,23.8257932874574,89.55207723226,117.0116008046978,207.13014929798902,Urban
168.4322683388264,53.14963539304414,51.73063643296811,62.21905521986798,239.64063715152824,Urban
42.45835962601254,198.17110699662933,10.043137261468551,220.3707383669744,79.34131906558036,Forest
131.88442562995795,68.30736834033635,183.85029217203018,65.48810415521012,70.18642886375181,Barren
229.33937077059537,90.85426544344313,170.3370881338765,247.04617541123272,139.1602475090507,Urban
192.79405390120377,41.069096896266636,151.03552398251995,203.94323568445108,286.3775468402978,Agriculture
153.04388764620217,64.47226094963406,41.88477317274544,52.53012077560635,50.90258234026206,Water
91.25072415732234,123.84491415604103,32.86907947989735,161.49842577866443,192.27615643135758,Agriculture
154.77916725832767,141.55053661913053,22.844902399752797,231.38178140544585,79.63648484285758,Urban
135.4082927823303,69.0704628332422,147.56554586685502,156.36084888312348,50.165797329575945,Urban
115.2166767780743,31.54643184502344,186.4735125306982,76.64468214357058,220.12941905654685,Urban
56.142075348039896,98.20657382547974,91.80180597347703,151.09404609622518,68.39065822711002,Forest
207.32084304809334,66.84067418526683,32.63672767924915,217.06042165624655,217.05582709124516,Agriculture
119.9569297642645,63.91078464596039,107.35463593910025,175.28473335781976,242.0694554481902,Urban
68.92450236415301,211.97256054269104,76.27806241713972,200.40102928408413,93.81690176327052,Forest
103.55187017545792,143.26009718514482,81.21673562649957,62.455294909443694,54.19709405600438,Water
112.8259505057854,131.3756886344192,128.05281858958438,262.84684301704704,66.52670110857699,Forest
195.50757911337485,103.15502070466438,146.55644151981843,233.1564400736816,176.7885802058987,Barren
176.7228761122804,105.78886668602885,31.014683785900562,59.918330583162785,84.42566140017257,Barren
183.86097872826795,128.18100076761618,16.762143853230512,154.2664604122512,204.55024770818738,Barren
32.20625288572944,159.28596140722144,198.92275751028583,195.5069994558469,113.25857190672073,Urban
113.23079963595231,160.4292192363659,54.21838629395485,252.88758538154931,147.3121118489757,Forest
126.26883032706472,54.338781541089915,20.227799732607224,167.4104024137008,175.88041382580056,Barren
33.838455364611335,120.0225504153254,46.0763125282248,75.02534038857158,85.9674162399103,Urban
81.96264174900685,102.39161900682039,17.401990806208204,207.45831632774951,205.7439419097004,Barren
182.057964624427,194.10539325387683,84.44406997726261,191.2233800381386,113.55447153373106,Barren
57.421941145799806,146.28378424367529,162.4563390457516,58.08851202529762,208.61083502909935,Agriculture
137.06202629051833,126.50081328319636,74.83644545396692,137.40006318161903,83.23944064686847,Urban
73.0403744034475,43.078928435783475,94.39484730688964,76.53525389957875,194.50470843333355,Urban
32.424154928778655,141.12757786468228,138.36148697781337,110.8701795997241,85.19680209361573,Agriculture
78.2402915199083,43.44078113604668,106.68987331327723,43.79702936319394,139.32486421669654,Urban
225.17475098201075,87.44131511315041,173.6746803440516,143.2730833407552,101.91327548516414,Forest
190.3074223765979,48.56839296286637,174.54677825869373,155.4741534428042,207.15880237991834,Urban
221.91532886420669,158.41472940487378,11.883032143319191,170.11234449368823,105.02735094644365,Barren
127.57080878527249,61.25042276723052,157.82879823180784,46.619738893919006,63.38940303237305,Water
51.9472397355007,98.3718746376052,97.53938404591804,215.6211757515166,237.2822443953887,Urban
139.5918977947386,199.13495552375574,197.87970284769597,107.37641778941017,91.25267619678503,Forest
120.87546691199218,60.863276679794055,101.81409441633268,24.092086321748113,36.09125432290513,Water
198.8714165479232,121.56101279175583,197.51022962377652,218.8228060985644,68.42070476119251,Barren
49.61651615684892,103.8543322332044,153.36817862908995,86.43611513288181,132.22279091634215,Forest
127.64822740435564,23.624808209145947,57.2349280765282,244.699617080601,199.79756319526717,Urban
60.00973293879685,178.55162271456257,112.29504606452196,216.93302817371378,215.01453951548336,Agriculture
94.935185378012,33.80918126291995,198.50577150093073,145.18408723681583,201.37039638820136,Agriculture
177.47141547755993,114.85100419539071,172.9308154728655,99.13894367991237,44.895556296237025,Water
125.20362587375331,132.13565898778998,28.499709820332008,60.449113112680884,151.65105749088258,Agriculture
105.17765702915386,145.6852913229174,144.21067939389926,103.64380984677135,71.6186903870601,Urban
108.89525571400706,157.7263258615751,75.66012131545448,174.0271271585284,200.9947922910562,Urban
121.88935368119732,70.65447670454301,11.326629757266142,113.50144237936753,182.74910209993047,Agriculture
187.00330876741137,21.995755331689875,86.66138411512992,234.95823591596627,218.7259114867033,Agriculture
208.41693778804688,164.6887324709824,54.603340127744545,53.78147851734169,122.26247880033128,Agriculture
221.06693730078567,127.13131986951572,165.5851613988896,155.37648473280257,118.13202801336391,Barren
187.380677251059,187.22354064144974,74.09281568069544,164.08191615297403,120.18522082462408,Urban
93.08137914960255,184.27767258013887,167.22950185122525,177.07290599321706,55.405906046915405,Urban
167.62694121730843,188.66523355757664,10.113608378611108,93.68990689968103,143.68446998807215,Agriculture
117.52062481107839,117.01893199590803,68.48563850496264,54.92193710804655,44.76512034928629,Water
80.93412440921023,86.72567916737313,55.82139071847477,217.1729112296453,284.54219844384363,Agriculture
198.1743158851845,178.311640518274,54.377798603036084,80.93798148373357,187.56996574985874,Agriculture
37.685269792465,110.25882260585098,22.955457755437912,213.64224790640603,172.41543682707442,Agriculture
210.3523984270847,56.6884392806869,45.55361137799533,158.1576388095759,56.473169926867754,Urban
122.29549292494683,190.99480391229486,115.55441827826778,200.05937735075725,234.63291089293034,Urban
157.44029536165607,196.51197535446946,65.35860383917145,212.3855644111538,52.73214481943327,Forest
161.87078444115653,113.26195122803402,89.30500864253811,83.5774140308246,248.39751684414446,Urban
209.0235481413073,35.139945461957495,81.60470726596581,198.95547314192265,152.73541222449904,Forest
157.33393643344147,97.56521798338625,176.42193574997998,222.2218620890694,121.8062436506926,Urban
152.78671695201234,180.70753189252068,182.00680981199793,130.74440972840517,244.08587131695862,Urban
43.33040811213799,200.35480570924574,103.66182461461341,242.98406174689651,55.12210855312031,Urban
133.6816043890408,60.694548499519165,72.72963055996485,134.9651710213608,172.0992279225083,Urban
60.03380016340833,33.3947224050543,30.29213376044909,90.41943284592242,165.2758301448609,Forest
177.48675374429712,195.47009062656772,191.14654708259806,150.48628423584276,96.05728425439024,Forest
132.4443841625349,97.88098779577506,21.443119531056517,239.85750534201281,162.064642585419,Agriculture
166.04555584167065,128.35219285351263,66.55355273797329,107.14137836136939,186.97544124819174,Urban
38.33458012047686,213.61316241015177,66.6325782223008,286.57348644440617,202.69755134520477,Forest
46.95840320916064,33.31294558284457,70.87624436664083,225.06264315319686,50.15054032838175,Urban
173.26467761253645,149.66360149041913,41.21450022175776,113.53917010971182,282.3421383577392,Agriculture
44.416867199734675,34.821084514973414,158.80067187550247,70.12249025044436,84.5503282024906,Forest
44.25134555305172,95.09378569330008,33.27459377353795,65.89097641975589,47.53043296096919,Water
32.42169504697749,180.76290903868934,130.63226523910095,117.56347466884696,105.32942359570814,Forest
221.30027965989603,106.69444655112687,33.53074507410532,245.3425272886279,57.94222867592742,Forest
177.50167189180138,219.43647078059007,23.401771142661744,132.95751813469096,75.84094595396823,Urban
100.65028170041283,131.81185698932043,182.79160570031652,141.90601589195052,257.13348381827404,Urban
89.30711625753105,84.2324305271907,46.12446560055408,82.58199064704795,50.84389935317905,Water
99.9406459491699,64.02226518095063,166.03752936634382,120.29629952294187,85.96132150604552,Agriculture
184.93070623623638,90.10410685723237,113.47986551035581,133.05674251781204,72.4681648466709,Barren
162.27412221408287,94.50665475191016,24.792738725666226,118.99999844162065,201.0865932106941,Urban
67.03911357349358,33.7427355447922,191.5351563732328,117.14150820822879,229.45941944685458,Urban
64.82186706681688,93.91483988535464,56.92262172845958,150.44878114930646,123.80508849980106,Agriculture
49.67912994267947,112.84770394784499,173.33261561699524,209.84788334524166,54.390997590399344,Urban
162.06054394026762,164.54755044776093,42.07390109906719,115.97134550373883,96.84890387352472,Urban
182.87453244434718,151.3458969443216,172.24914760695205,193.38019745415994,61.86829506731904,Forest
83.0092856650008,161.75313104583086,12.513474452005857,201.2644737057709,71.71293669230872,Forest
34.18899220618256,21.67273637537142,107.23828674820133,96.58228372376755,140.6167051680049,Barren
46.43433349528547,63.53347991610721,156.19409009009578,98.27978902950244,112.06575632435946,Agriculture
